,datum,uhrzeit_start,uhrzeit_ende,zaehlstelle,richtung_1,richtung_2,gesamt,min-temp,max-temp,niederschlag,bewoelkung,sonnenstunden
1739,2017.10.17,00:00,23:59,Olympia,1360,1272,2632,7.2,22.9,0.0,45,9.9
1745,2017.10.18,00:00,23:59,Olympia,1300,1274,2574,7.5,21.7,0.0,51,9.5
1751,2017.10.19,00:00,23:59,Olympia,1231,1182,2413,7.0,21.5,0.0,38,10.0
1757,2017.10.20,00:00,23:59,Olympia,1203,1129,2332,7.7,23.0,1.4,64,9.1
1763,2017.10.21,00:00,23:59,Olympia,591,557,1148,9.7,20.0,7.3,98,3.3
1769,2017.10.22,00:00,23:59,Olympia,434,339,773,6.6,12.1,3.0,96,0.8
1775,2017.10.23,00:00,23:59,Olympia,736,666,1402,6.7,9.9,0.0,100,0.1
1781,2017.10.24,00:00,23:59,Olympia,849,839,1688,7.8,15.1,0.0,94,3.5
1787,2017.10.25,00:00,23:59,Olympia,1129,1024,2153,9.0,19.2,0.0,99,6.0
1793,2017.10.26,00:00,23:59,Olympia,1178,1149,2327,10.0,19.8,0.0,96,8.6
1799,2017.10.27,00:00,23:59,Olympia,645,590,1235,7.0,13.5,3.9,91,1.6
1805,2017.10.28,00:00,23:59,Olympia,394,360,754,5.9,10.0,5.7,98,0.9
1811,2017.10.29,00:00,23:59,Olympia,159,139,298,4.0,10.3,2.4,73,0.3
1817,2017.10.30,00:00,23:59,Olympia,419,428,847,2.9,7.9,0.0,85,1.5
1823,2017.10.31,00:00,23:59,Olympia,443,418,861,0.3,8.6,0.0,51,8.3
1829,2017.11.01,00:00,23:59,Olympia,336,281,617,4.0,10.2,0.0,88,0.0
1835,2017.11.02,00:00,23:59,Olympia,778,761,1539,3.8,14.9,0.0,100,4.3
1841,2017.11.03,00:00,23:59,Olympia,698,654,1352,3.8,13.1,0.0,65,1.5
1847,2017.11.04,00:00,23:59,Olympia,598,552,1150,2.0,17.7,0.0,91,4.6
1853,2017.11.05,00:00,23:59,Olympia,272,220,492,5.0,12.2,20.3,94,0.4
1859,2017.11.06,00:00,23:59,Olympia,515,473,988,3.7,5.6,4.2,96,0.0
1865,2017.11.07,00:00,23:59,Olympia,610,549,1159,4.5,7.0,0.8,94,0.0
1871,2017.11.08,00:00,23:59,Olympia,839,751,1590,3.4,7.2,0.3,91,1.5
1877,2017.11.09,00:00,23:59,Olympia,763,708,1471,5.2,7.5,0.0,98,0.0
1883,2017.11.10,00:00,23:59,Olympia,620,571,1191,5.1,7.3,4.2,99,0.0
1889,2017.11.11,00:00,23:59,Olympia,258,211,469,3.4,8.4,15.0,95,0.0
1895,2017.11.12,00:00,23:59,Olympia,153,121,274,2.5,10.3,16.2,95,0.0
1901,2017.11.13,00:00,23:59,Olympia,547,497,1044,0.7,4.4,0.3,93,0.1
1907,2017.11.14,00:00,23:59,Olympia,718,674,1392,-1.6,3.7,0.0,79,4.4
1913,2017.11.15,00:00,23:59,Olympia,685,672,1357,-0.8,2.7,0.0,95,2.2
1919,2017.11.16,00:00,23:59,Olympia,716,669,1385,-0.8,0.8,0.0,98,0.0
1925,2017.11.17,00:00,23:59,Olympia,601,552,1153,0.1,3.7,0.0,99,0.0
1931,2017.11.18,00:00,23:59,Olympia,276,225,501,2.0,4.9,1.9,98,0.0
1937,2017.11.19,00:00,23:59,Olympia,244,206,450,1.3,3.9,1.8,93,1.4
1943,2017.11.20,00:00,23:59,Olympia,641,609,1250,1.9,5.7,1.6,98,0.0
1949,2017.11.21,00:00,23:59,Olympia,606,558,1164,5.2,10.9,0.2,93,0.0
1955,2017.11.22,00:00,23:59,Olympia,885,856,1741,4.0,16.5,0.0,61,8.4
1961,2017.11.23,00:00,23:59,Olympia,913,856,1769,0.7,16.6,0.0,94,6.3
1967,2017.11.24,00:00,23:59,Olympia,844,758,1602,7.8,17.1,0.0,89,6.7
1973,2017.11.25,00:00,23:59,Olympia,236,191,427,3.0,10.6,6.0,100,0.3
1979,2017.11.26,00:00,23:59,Olympia,252,211,463,0.5,3.5,1.5,94,0.8
1985,2017.11.27,00:00,23:59,Olympia,612,574,1186,0.1,5.1,0.1,95,3.2
1991,2017.11.28,00:00,23:59,Olympia,697,663,1360,3.5,6.5,0.0,98,0.5
1997,2017.11.29,00:00,23:59,Olympia,617,604,1221,1.2,4.6,1.0,96,0.0
2003,2017.11.30,00:00,23:59,Olympia,559,503,1062,-0.8,1.8,0.8,86,0.0
2009,2017.12.01,00:00,23:59,Olympia,496,424,920,-2.3,1.2,0.0,91,0.7
2015,2017.12.02,00:00,23:59,Olympia,321,214,535,-2.1,0.1,0.0,91,1.4
2021,2017.12.03,00:00,23:59,Olympia,195,170,365,-2.3,-0.6,3.3,98,0.0
2027,2017.12.04,00:00,23:59,Olympia,407,335,742,-1.6,2.3,2.1,96,0.0
2033,2017.12.05,00:00,23:59,Olympia,599,523,1122,1.6,4.9,0.0,99,0.0
2039,2017.12.06,00:00,23:59,Olympia,602,545,1147,-0.4,2.1,0.0,100,0.0
2045,2017.12.07,00:00,23:59,Olympia,704,627,1331,-1.8,9.8,1.0,31,8.2
2051,2017.12.08,00:00,23:59,Olympia,393,335,728,-0.7,8.0,3.6,88,0.0
2057,2017.12.09,00:00,23:59,Olympia,219,160,379,-2.6,-0.2,0.0,83,0.5
2063,2017.12.10,00:00,23:59,Olympia,140,124,264,-4.5,6.5,4.6,94,1.8
2069,2017.12.11,00:00,23:59,Olympia,477,434,911,2.0,10.6,6.5,99,0.0
2075,2017.12.12,00:00,23:59,Olympia,531,451,982,0.5,5.3,0.2,98,0.0
2081,2017.12.13,00:00,23:59,Olympia,665,570,1235,-0.8,5.2,1.8,49,6.7
2087,2017.12.14,00:00,23:59,Olympia,436,410,846,1.3,8.2,6.3,93,2.5
2093,2017.12.15,00:00,23:59,Olympia,530,492,1022,1.6,6.1,0.1,68,5.3
2099,2017.12.16,00:00,23:59,Olympia,240,207,447,0.1,3.2,2.6,95,0.3
2105,2017.12.17,00:00,23:59,Olympia,151,120,271,-0.5,1.2,0.5,98,0.0
2111,2017.12.18,00:00,23:59,Olympia,487,387,874,-0.5,1.6,0.0,100,0.0
2117,2017.12.19,00:00,23:59,Olympia,530,469,999,-0.3,2.3,0.9,99,0.1
2123,2017.12.20,00:00,23:59,Olympia,504,426,930,-0.1,2.8,0.1,98,0.0
2129,2017.12.21,00:00,23:59,Olympia,382,307,689,0.8,5.3,9.3,96,0.0
2135,2017.12.22,00:00,23:59,Olympia,256,213,469,4.0,6.0,2.2,98,0.0
2141,2017.12.23,00:00,23:59,Olympia,175,142,317,4.5,7.4,0.0,85,1.5
2147,2017.12.24,00:00,23:59,Olympia,173,127,300,0.3,6.5,0.0,69,5.2
2153,2017.12.25,00:00,23:59,Olympia,194,129,323,-2.5,6.0,0.0,46,5.9
2159,2017.12.26,00:00,23:59,Olympia,206,154,360,-3.0,9.6,0.0,69,6.8
2165,2017.12.27,00:00,23:59,Olympia,173,161,334,-1.6,2.6,7.3,94,0.7
2171,2017.12.28,00:00,23:59,Olympia,108,85,193,-1.0,1.5,5.5,96,0.0
2177,2017.12.29,00:00,23:59,Olympia,119,113,232,-2.0,2.2,1.8,73,6.5
2183,2017.12.30,00:00,23:59,Olympia,91,73,164,2.0,10.5,4.4,98,0.0
2189,2017.12.31,00:00,23:59,Olympia,367,274,641,3.5,13.5,0.7,73,6.6
2195,2018.01.01,00:00,23:59,Olympia,176,206,382,3.5,8.4,0.1,75,2.1
2201,2018.01.02,00:00,23:59,Olympia,236,221,457,3.0,7.2,3.2,93,0.5
2207,2018.01.03,00:00,23:59,Olympia,200,151,351,2.9,14.5,16.9,95,0.2
2213,2018.01.04,00:00,23:59,Olympia,182,132,314,4.1,11.8,24.6,96,0.0
2219,2018.01.05,00:00,23:59,Olympia,325,278,603,6.9,12.9,2.7,95,3.4
2225,2018.01.06,00:00,23:59,Olympia,524,401,925,2.9,11.4,0.0,90,6.2
2231,2018.01.07,00:00,23:59,Olympia,293,208,501,0.5,6.0,0.0,98,0.0
2237,2018.01.08,00:00,23:59,Olympia,621,549,1170,3.4,6.5,0.0,99,0.0
2243,2018.01.09,00:00,23:59,Olympia,820,729,1549,2.5,15.2,0.0,88,3.1
2249,2018.01.10,00:00,23:59,Olympia,769,651,1420,0.9,8.9,0.0,88,6.6
2255,2018.01.11,00:00,23:59,Olympia,639,549,1188,0.0,3.7,0.0,100,0.0
2261,2018.01.12,00:00,23:59,Olympia,618,534,1152,1.5,4.6,0.0,93,2.0
2267,2018.01.13,00:00,23:59,Olympia,325,286,611,0.2,3.1,0.0,99,0.0
2273,2018.01.14,00:00,23:59,Olympia,214,177,391,-1.0,0.9,0.4,99,0.0
2279,2018.01.15,00:00,23:59,Olympia,652,551,1203,-2.5,7.1,0.6,81,4.1
2285,2018.01.16,00:00,23:59,Olympia,459,388,847,1.1,8.5,9.3,91,0.6
2291,2018.01.17,00:00,23:59,Olympia,434,368,802,-1.2,4.0,5.3,91,1.8
2297,2018.01.18,00:00,23:59,Olympia,397,331,728,0.4,9.0,10.5,91,3.4
2303,2018.01.19,00:00,23:59,Olympia,527,444,971,0.7,5.4,2.5,88,4.2
2309,2018.01.20,00:00,23:59,Olympia,194,162,356,0.3,4.1,11.9,96,1.2
2315,2018.01.21,00:00,23:59,Olympia,172,122,294,-1.9,1.8,5.7,93,1.2
2321,2018.01.22,00:00,23:59,Olympia,265,236,501,-1.1,6.7,12.7,98,0.0
2327,2018.01.23,00:00,23:59,Olympia,580,473,1053,2.6,6.3,0.2,98,0.0
2333,2018.01.24,00:00,23:59,Olympia,774,619,1393,2.5,14.3,0.0,85,6.7
2339,2018.01.25,00:00,23:59,Olympia,726,599,1325,2.7,14.4,0.0,98,5.4
2345,2018.01.26,00:00,23:59,Olympia,645,537,1182,1.5,8.4,0.0,100,4.6
2351,2018.01.27,00:00,23:59,Olympia,314,276,590,4.1,6.4,0.0,99,0.0
2357,2018.01.28,00:00,23:59,Olympia,349,267,616,5.6,10.5,0.0,88,0.0
2363,2018.01.29,00:00,23:59,Olympia,797,684,1481,4.6,13.0,0.0,36,9.1
2369,2018.01.30,00:00,23:59,Olympia,750,636,1386,4.9,8.4,0.0,89,1.7
2375,2018.01.31,00:00,23:59,Olympia,850,701,1551,5.6,11.6,0.1,88,5.2
2381,2018.02.01,00:00,23:59,Olympia,444,358,802,0.6,7.9,9.2,95,0.0
2387,2018.02.02,00:00,23:59,Olympia,523,459,982,0.8,4.9,0.0,98,3.8
2393,2018.02.03,00:00,23:59,Olympia,207,170,377,-0.6,3.0,0.7,100,0.2
2399,2018.02.04,00:00,23:59,Olympia,179,138,317,-2.0,2.5,0.5,80,0.7
2405,2018.02.05,00:00,23:59,Olympia,498,410,908,-2.8,0.6,0.0,83,1.6
2411,2018.02.06,00:00,23:59,Olympia,549,468,1017,-2.5,2.3,0.0,93,5.4
2417,2018.02.07,00:00,23:59,Olympia,455,355,810,-3.3,-1.8,2.9,96,0.0
2423,2018.02.08,00:00,23:59,Olympia,309,240,549,-2.3,0.4,0.3,96,0.0
2429,2018.02.09,00:00,23:59,Olympia,368,297,665,-0.9,0.8,0.0,100,0.0
2435,2018.02.10,00:00,23:59,Olympia,208,147,355,-0.5,2.4,0.0,98,0.0
2441,2018.02.11,00:00,23:59,Olympia,227,155,382,-0.5,4.1,5.6,88,2.0
2447,2018.02.12,00:00,23:59,Olympia,352,276,628,-1.4,3.3,0.4,98,4.1
2453,2018.02.13,00:00,23:59,Olympia,403,329,732,-3.7,2.3,0.0,41,5.4
2459,2018.02.14,00:00,23:59,Olympia,484,397,881,-6.4,2.3,0.0,4,7.9
2465,2018.02.15,00:00,23:59,Olympia,335,290,625,-5.5,2.6,12.9,85,0.1
2471,2018.02.16,00:00,23:59,Olympia,266,231,497,1.6,4.5,4.1,99,0.0
2477,2018.02.17,00:00,23:59,Olympia,103,64,167,-0.8,1.6,15.4,95,0.0
2483,2018.02.18,00:00,23:59,Olympia,104,84,188,-3.8,1.3,0.0,84,0.0
2489,2018.02.19,00:00,23:59,Olympia,308,262,570,-4.0,-1.4,0.0,96,0.0
2495,2018.02.20,00:00,23:59,Olympia,329,240,569,-3.1,-1.1,0.3,95,0.0
2501,2018.02.21,00:00,23:59,Olympia,338,257,595,-3.4,0.8,0.0,96,1.9
2507,2018.02.22,00:00,23:59,Olympia,290,230,520,-4.1,-1.9,0.3,93,0.0
2513,2018.02.23,00:00,23:59,Olympia,281,217,498,-4.0,-1.4,0.0,98,0.0
2519,2018.02.24,00:00,23:59,Olympia,173,139,312,-7.1,0.5,0.0,55,8.0
2525,2018.02.25,00:00,23:59,Olympia,200,151,351,-10.0,-4.4,0.0,11,10.0
2531,2018.02.26,00:00,23:59,Olympia,298,228,526,-12.7,-8.1,0.0,60,3.9
2537,2018.02.27,00:00,23:59,Olympia,298,241,539,-11.6,-7.6,0.0,79,4.7
2543,2018.02.28,00:00,23:59,Olympia,298,230,528,-13.4,-5.9,0.0,48,9.5
2549,2018.03.01,00:00,23:59,Olympia,277,231,508,-11.3,-3.9,0.0,90,1.8
2555,2018.03.02,00:00,23:59,Olympia,303,262,565,-9.3,-2.0,0.2,89,3.3
2561,2018.03.03,00:00,23:59,Olympia,181,151,332,-5.1,3.3,0.3,90,3.5
2567,2018.03.04,00:00,23:59,Olympia,442,329,771,-1.0,9.6,0.1,51,10.3
2573,2018.03.05,00:00,23:59,Olympia,500,425,925,0.1,8.8,0.0,100,6.0
2579,2018.03.06,00:00,23:59,Olympia,499,405,904,-0.7,5.2,0.1,96,0.0
2585,2018.03.07,00:00,23:59,Olympia,551,455,1006,3.6,9.4,0.0,96,3.9
2591,2018.03.08,00:00,23:59,Olympia,642,526,1168,3.3,11.5,0.0,78,6.5
2597,2018.03.09,00:00,23:59,Olympia,599,539,1138,3.8,13.0,0.0,98,0.7
2603,2018.03.10,00:00,23:59,Olympia,367,311,678,6.4,15.3,1.5,98,0.1
2609,2018.03.11,00:00,23:59,Olympia,620,513,1133,6.0,17.0,0.0,89,2.6
2615,2018.03.12,00:00,23:59,Olympia,488,445,933,7.2,13.3,0.0,88,4.3
2621,2018.03.13,00:00,23:59,Olympia,708,594,1302,5.4,11.6,0.0,89,5.7
2627,2018.03.14,00:00,23:59,Olympia,574,530,1104,2.4,9.7,1.5,63,4.1
2633,2018.03.15,00:00,23:59,Olympia,678,627,1305,0.4,11.9,2.7,84,4.8
2639,2018.03.16,00:00,23:59,Olympia,627,562,1189,3.8,12.1,0.2,85,3.5
2645,2018.03.17,00:00,23:59,Olympia,221,186,407,-0.8,4.7,5.2,99,0.5
2651,2018.03.18,00:00,23:59,Olympia,137,110,247,-3.7,-0.7,0.0,100,0.0
2657,2018.03.19,00:00,23:59,Olympia,370,332,702,-4.8,-2.4,1.4,94,0.0
2663,2018.03.20,00:00,23:59,Olympia,381,337,718,-5.8,0.9,1.1,93,4.6
2669,2018.03.21,00:00,23:59,Olympia,377,329,706,-2.5,2.1,0.1,78,1.6
2675,2018.03.22,00:00,23:59,Olympia,491,399,890,-4.7,4.8,1.6,74,6.8
2681,2018.03.23,00:00,23:59,Olympia,388,330,718,0.0,5.6,0.2,98,0.1
2687,2018.03.24,00:00,23:59,Olympia,481,437,918,-0.1,9.8,0.0,63,11.5
2693,2018.03.25,00:00,23:59,Olympia,789,699,1488,-1.2,13.2,0.0,55,11.4
2699,2018.03.26,00:00,23:59,Olympia,519,476,995,3.6,8.7,1.1,98,0.2
2705,2018.03.27,00:00,23:59,Olympia,500,423,923,2.2,10.1,3.0,89,4.6
2711,2018.03.28,00:00,23:59,Olympia,405,377,782,3.7,11.3,6.8,98,1.0
2717,2018.03.29,00:00,23:59,Olympia,408,406,814,3.0,10.2,0.0,91,1.2
2723,2018.03.30,00:00,23:59,Olympia,525,434,959,1.7,14.6,0.4,78,5.7
2729,2018.03.31,00:00,23:59,Olympia,146,124,270,3.6,9.2,1.0,99,0.2
2735,2018.04.01,00:00,23:59,Olympia,207,166,373,3.6,9.0,0.9,95,1.3
2741,2018.04.02,00:00,23:59,Olympia,858,729,1587,1.9,16.5,0.0,73,10.0
2747,2018.04.03,00:00,23:59,Olympia,828,805,1633,10.0,22.6,0.0,100,8.0
2753,2018.04.04,00:00,23:59,Olympia,1054,1012,2066,8.8,23.3,0.0,85,9.6
2759,2018.04.05,00:00,23:59,Olympia,704,641,1345,6.0,15.5,2.3,65,6.9
2765,2018.04.06,00:00,23:59,Olympia,944,925,1869,2.6,14.5,0.0,48,12.6
2771,2018.04.07,00:00,23:59,Olympia,1059,960,2019,3.4,20.6,0.0,0,12.8
2777,2018.04.08,00:00,23:59,Olympia,1308,1212,2520,4.6,22.0,0.0,8,12.1
2783,2018.04.09,00:00,23:59,Olympia,1256,1166,2422,8.5,24.0,0.0,91,4.9
2789,2018.04.10,00:00,23:59,Olympia,1311,1214,2525,9.7,19.3,0.3,91,4.6
2795,2018.04.11,00:00,23:59,Olympia,1542,1492,3034,9.0,19.5,0.0,73,10.8
2801,2018.04.12,00:00,23:59,Olympia,1372,1345,2717,12.2,24.4,0.0,86,6.9
2807,2018.04.13,00:00,23:59,Olympia,1226,1185,2411,8.2,19.2,0.0,93,7.8
2813,2018.04.14,00:00,23:59,Olympia,1456,1328,2784,6.6,20.3,0.0,66,11.5
2819,2018.04.15,00:00,23:59,Olympia,1065,949,2014,7.7,19.2,0.9,98,3.4
2825,2018.04.16,00:00,23:59,Olympia,599,575,1174,11.5,14.8,2.5,96,0.2
2831,2018.04.17,00:00,23:59,Olympia,1470,1404,2874,9.3,20.6,0.0,31,10.3
2837,2018.04.18,00:00,23:59,Olympia,1692,1642,3334,7.1,22.5,0.0,11,13.1
2843,2018.04.19,00:00,23:59,Olympia,1637,1601,3238,8.3,24.6,0.0,34,13.1
2849,2018.04.20,00:00,23:59,Olympia,1520,1525,3045,8.7,27.7,0.0,75,13.3
2855,2018.04.21,00:00,23:59,Olympia,1510,1431,2941,10.5,27.2,0.0,60,13.1
2861,2018.04.22,00:00,23:59,Olympia,1927,2210,4137,10.9,27.6,0.0,50,12.0
2867,2018.04.23,00:00,23:59,Olympia,1156,1104,2260,13.3,25.0,0.2,96,5.3
2873,2018.04.24,00:00,23:59,Olympia,1577,1556,3133,12.5,22.8,0.0,91,10.2
2879,2018.04.25,00:00,23:59,Olympia,1536,1480,3016,11.9,24.6,1.0,68,10.7
2885,2018.04.26,00:00,23:59,Olympia,1092,1026,2118,7.4,13.4,0.1,95,1.0
2891,2018.04.27,00:00,23:59,Olympia,1446,1453,2899,5.3,22.0,0.0,75,13.1
2897,2018.04.28,00:00,23:59,Olympia,1256,1130,2386,9.5,24.1,0.0,26,13.3
2903,2018.04.29,00:00,23:59,Olympia,1372,1291,2663,10.6,27.8,0.0,69,12.2
2909,2018.04.30,00:00,23:59,Olympia,972,1029,2001,9.3,19.7,1.5,86,5.4
2915,2018.05.01,00:00,23:59,Olympia,953,855,1808,10.4,15.9,0.0,96,3.5
2921,2018.05.02,00:00,23:59,Olympia,1238,1202,2440,9.1,18.5,0.0,98,3.0
2927,2018.05.03,00:00,23:59,Olympia,1211,1237,2448,11.6,20.1,0.0,98,3.2
2933,2018.05.04,00:00,23:59,Olympia,1061,1095,2156,12.4,20.3,0.0,88,2.5
2939,2018.05.05,00:00,23:59,Olympia,1219,1220,2439,12.4,22.2,0.0,66,8.6
2945,2018.05.06,00:00,23:59,Olympia,1651,1662,3313,11.7,23.2,0.0,13,13.3
2951,2018.05.07,00:00,23:59,Olympia,1702,1692,3394,9.8,23.7,0.0,15,14.3
2957,2018.05.08,00:00,23:59,Olympia,1765,1821,3586,11.0,24.1,0.0,34,14.2
2963,2018.05.09,00:00,23:59,Olympia,1362,1385,2747,10.1,22.5,1.2,43,11.4
2969,2018.05.10,00:00,23:59,Olympia,1140,1057,2197,9.7,22.6,1.0,75,9.9
2975,2018.05.11,00:00,23:59,Olympia,1102,1122,2224,9.2,21.4,0.0,75,9.7
2981,2018.05.12,00:00,23:59,Olympia,1082,973,2055,11.4,26.4,0.0,65,10.8
2987,2018.05.13,00:00,23:59,Olympia,968,913,1881,12.0,26.1,10.6,48,10.3
2993,2018.05.14,00:00,23:59,Olympia,1049,994,2043,13.1,22.1,0.0,91,3.3
2999,2018.05.15,00:00,23:59,Olympia,1004,1015,2019,10.0,17.2,9.5,80,4.8
3005,2018.05.16,00:00,23:59,Olympia,564,519,1083,9.5,13.2,22.3,98,0.2
3011,2018.05.17,00:00,23:59,Olympia,788,764,1552,10.1,16.9,5.8,96,2.6
3017,2018.05.18,00:00,23:59,Olympia,1083,1133,2216,10.7,20.8,0.0,74,9.7
3023,2018.05.19,00:00,23:59,Olympia,663,773,1436,8.8,21.1,20.4,74,8.0
3029,2018.05.20,00:00,23:59,Olympia,1136,1075,2211,11.6,21.4,0.4,99,2.9
3035,2018.05.21,00:00,23:59,Olympia,1828,1810,3638,10.0,24.4,0.0,35,12.1
3041,2018.05.22,00:00,23:59,Olympia,1133,1074,2207,10.7,25.0,0.0,90,10.9
3047,2018.05.23,00:00,23:59,Olympia,1249,1241,2490,13.9,24.3,1.6,96,4.8
3053,2018.05.24,00:00,23:59,Olympia,938,922,1860,13.1,21.4,28.7,94,2.7
3059,2018.05.25,00:00,23:59,Olympia,2999,1764,4763,11.1,25.1,0.0,28,12.8
3065,2018.05.26,00:00,23:59,Olympia,5250,1519,6769,12.2,25.7,0.0,84,12.4
3071,2018.05.27,00:00,23:59,Olympia,4887,1527,6414,13.8,27.0,0.0,93,10.9
3077,2018.05.28,00:00,23:59,Olympia,1413,1539,2952,14.3,29.0,0.0,70,12.2
3083,2018.05.29,00:00,23:59,Olympia,1374,1445,2819,15.3,27.0,26.3,96,10.2
3089,2018.05.30,00:00,23:59,Olympia,1269,1322,2591,16.1,26.9,0.0,65,10.5
3095,2018.05.31,00:00,23:59,Olympia,988,943,1931,16.4,28.3,13.4,64,10.3
3101,2018.06.01,00:00,23:59,Olympia,758,794,1552,15.0,24.2,1.3,95,6.3
3107,2018.06.02,00:00,23:59,Olympia,928,949,1877,15.2,24.4,0.0,51,10.9
3113,2018.06.03,00:00,23:59,Olympia,1286,1285,2571,14.2,27.2,0.0,25,13.0
3119,2018.06.04,00:00,23:59,Olympia,1746,1842,3588,14.3,28.1,0.0,18,15.0
3125,2018.06.05,00:00,23:59,Olympia,1813,1922,3735,15.9,27.9,0.0,18,13.3
3131,2018.06.06,00:00,23:59,Olympia,1376,1450,2826,15.6,28.4,3.5,70,9.5
3137,2018.06.07,00:00,23:59,Olympia,1129,1167,2296,14.8,25.3,5.7,93,5.1
3143,2018.06.08,00:00,23:59,Olympia,1213,1228,2441,16.0,27.8,0.1,79,8.2
3149,2018.06.09,00:00,23:59,Olympia,1048,1023,2071,15.8,27.7,8.7,76,10.5
3155,2018.06.10,00:00,23:59,Olympia,1305,1430,2735,16.9,26.5,0.1,56,11.2
3161,2018.06.11,00:00,23:59,Olympia,1323,1426,2749,17.1,29.7,2.2,50,9.6
3167,2018.06.12,00:00,23:59,Olympia,775,839,1614,15.3,24.1,61.7,95,2.2
3173,2018.06.13,00:00,23:59,Olympia,518,569,1087,12.1,15.5,12.6,95,0.0
3179,2018.06.14,00:00,23:59,Olympia,1589,1694,3283,10.7,19.4,0.0,68,6.4
3185,2018.06.15,00:00,23:59,Olympia,1428,1543,2971,11.1,22.4,0.0,65,12.0
3191,2018.06.16,00:00,23:59,Olympia,1391,1357,2748,10.7,25.1,0.0,26,14.0
3197,2018.06.17,00:00,23:59,Olympia,1106,1135,2241,14.1,24.2,10.7,89,6.3
3203,2018.06.18,00:00,23:59,Olympia,1442,1539,2981,15.2,23.0,0.0,79,6.7
3209,2018.06.19,00:00,23:59,Olympia,1642,1766,3408,14.0,25.3,0.0,48,8.6
3215,2018.06.20,00:00,23:59,Olympia,1781,1957,3738,14.4,28.2,0.0,6,15.0
3221,2018.06.21,00:00,23:59,Olympia,1384,1547,2931,15.3,29.4,0.7,56,9.1
3227,2018.06.22,00:00,23:59,Olympia,1410,1617,3027,10.0,17.2,0.0,33,11.3
3233,2018.06.23,00:00,23:59,Olympia,1476,1618,3094,8.9,18.5,0.0,83,7.4
3239,2018.06.24,00:00,23:59,Olympia,1872,1952,3824,12.6,19.8,2.8,99,4.6
3245,2018.06.25,00:00,23:59,Olympia,1109,1176,2285,11.1,19.5,0.0,96,2.6
3251,2018.06.26,00:00,23:59,Olympia,1556,1635,3191,11.1,21.9,0.0,50,8.9
3257,2018.06.27,00:00,23:59,Olympia,1664,1716,3380,11.7,22.7,1.8,49,7.8
3263,2018.06.28,00:00,23:59,Olympia,520,540,1060,11.6,15.7,20.7,94,0.0
3269,2018.06.29,00:00,23:59,Olympia,1411,1338,2749,14.6,23.8,0.0,85,4.3
3275,2018.06.30,00:00,23:59,Olympia,2069,1874,3943,15.0,26.7,0.0,29,12.4
3281,2018.07.01,00:00,23:59,Olympia,2092,1891,3983,12.2,23.5,0.0,0,15.6
3287,2018.07.02,00:00,23:59,Olympia,1868,1967,3835,11.0,24.5,0.0,8,15.6
3293,2018.07.03,00:00,23:59,Olympia,2037,2070,4107,12.0,26.6,0.0,71,12.8
3299,2018.07.04,00:00,23:59,Olympia,1784,1907,3691,16.1,26.9,0.2,86,7.7
3305,2018.07.05,00:00,23:59,Olympia,1382,1502,2884,13.7,26.0,8.9,81,5.9
3311,2018.07.06,00:00,23:59,Olympia,518,560,1078,15.4,20.7,13.7,98,0.5
3317,2018.07.07,00:00,23:59,Olympia,303,277,580,13.9,24.8,0.0,41,12.3
3323,2018.07.08,00:00,23:59,Olympia,1672,1594,3266,15.3,25.5,0.0,63,12.2
3329,2018.07.09,00:00,23:59,Olympia,1846,1928,3774,13.3,26.8,0.0,73,12.5
3335,2018.07.10,00:00,23:59,Olympia,1339,1442,2781,15.2,24.4,4.3,94,3.4
3341,2018.07.11,00:00,23:59,Olympia,1603,1601,3204,12.7,19.8,0.0,75,6.1
3347,2018.07.12,00:00,23:59,Olympia,1856,2006,3862,12.1,23.3,0.0,25,12.9
3353,2018.07.13,00:00,23:59,Olympia,1934,2093,4027,13.0,27.3,0.0,6,14.3
3359,2018.07.14,00:00,23:59,Olympia,1189,1237,2426,14.8,27.9,2.1,66,8.2
3365,2018.07.15,00:00,23:59,Olympia,1233,1326,2559,15.1,27.7,5.1,73,9.4
3371,2018.07.16,00:00,23:59,Olympia,1236,1355,2591,15.0,25.4,0.1,74,7.6
3377,2018.07.17,00:00,23:59,Olympia,2722,2743,5465,15.0,26.8,4.7,56,10.1
3383,2018.07.18,00:00,23:59,Olympia,2063,2139,4202,16.0,28.2,0.0,19,13.5
3389,2018.07.19,00:00,23:59,Olympia,1996,2067,4063,14.6,28.2,0.0,30,13.5
3395,2018.07.20,00:00,23:59,Olympia,1782,1893,3675,14.7,29.9,7.1,61,11.5
3401,2018.07.21,00:00,23:59,Olympia,422,420,842,16.3,20.3,26.0,98,0.5
3407,2018.07.22,00:00,23:59,Olympia,301,352,653,15.9,18.5,18.1,96,0.0
3413,2018.07.23,00:00,23:59,Olympia,1190,1251,2441,14.0,25.0,3.0,81,13.0
3419,2018.07.24,00:00,23:59,Olympia,1820,1912,3732,13.0,28.0,0.0,4,14.0
3425,2018.07.25,00:00,23:59,Olympia,1462,1645,3107,16.5,30.7,0.7,24,11.6
3431,2018.07.26,00:00,23:59,Olympia,1745,1894,3639,16.9,29.0,0.0,11,14.3
3437,2018.07.27,00:00,23:59,Olympia,2234,2352,4586,16.8,29.8,0.0,15,13.4
3443,2018.07.28,00:00,23:59,Olympia,1230,1381,2611,17.1,30.0,0.5,56,10.0
3449,2018.07.29,00:00,23:59,Olympia,2442,1845,4287,18.8,29.8,0.0,89,12.3
